index,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
23,392.50206868,99732.78287552,99704.81319894,99729.01675767,0.42874005,36.46957509,0
24,354.23048367,100150.52304615,100108.08929122,100151.80592224,0.38020863,43.3024971,0
25,965.74118911,99998.96060464,99917.54175699,99930.58023158,0.41569289,38.14844362,1
26,557.01446356,99833.74457443,99942.09044061,99837.54432058,0.69451176,38.20650723,0
27,406.11893355,99938.61772877,99845.67129435,99952.4487101,0.27113493,27.11481884,0
28,266.72519767,100332.21918275,100405.03860626,100346.52498762,0.77301291,33.68587539,1
29,773.52484555,99907.77758012,99833.28352616,99907.75008545,0.40369533,36.44166194,1
30,196.37393498,100224.99658446,100187.56015004,100221.70244057,0.30936148,35.6344965,0
31,608.38407667,100115.6244683,100079.02966002,100105.48995565,0.43984916,34.16209507,1
32,510.61965587,100136.9635786,100159.88454681,100119.64331933,0.54488853,27.66090352,0
33,233.10471602,99691.72004506,99692.88379051,99684.55191389,0.50499237,29.63597821,1
34,442.93878594,99927.33685995,99930.85046176,99934.51155583,0.50793247,20.81959075,0
35,609.539752,100060.65589095,100086.11622405,100033.50869466,0.54176976,17.41911911,1
36,5.04651029,100164.47020677,100164.17368439,100161.47960476,0.44124209,26.15138546,1
37,92.81719359,100193.76652786,100194.19725175,100187.45057985,0.50464056,23.56409352,1
38,103.58892388,100264.56872268,100249.69571158,100261.49378273,0.35642276,28.86424601,1
39,188.06555476,100348.96079514,100295.94085647,100344.28705035,0.21807735,26.3787556,1
40,203.54246166,99839.2404441,99840.61786683,99829.11577901,0.50676725,36.59231656,1
41,103.07521613,99951.04193994,99922.7642646,99939.36697363,0.2256598,12.85709586,0
42,740.10895455,99982.65125717,100010.4263578,99954.98524992,0.53752839,10.75955725,1
43,279.33812015,100023.75163139,99997.82938432,100002.78820045,0.40720118,37.23853509,1
44,193.2132595,100061.97877553,100092.95278615,100065.20138389,0.66030996,12.44627559,1
45,90.14038042,99865.72203905,99855.05074678,99860.47775027,0.38161474,21.16011297,1
46,348.99404836,100017.3762259,100002.85402482,100027.82874612,0.45838839,28.58857123,0
47,587.50394443,100009.88657834,100075.13034135,100026.0283803,0.61105246,17.07036936,1
48,883.4889715,100056.66326477,99874.8203813,100095.36692101,0.29417639,22.45074376,0
49,103.77804711,100428.39939664,100419.5377434,100426.52880775,0.41460955,33.12495986,1
50,328.71653368,100180.7522225,100244.19778087,100186.839956,0.69300993,30.97841016,1
51,713.66056501,99949.06455188,99935.5790147,99965.93626421,0.4811037,34.00526955,0
52,4.54263229,99611.35635254,99611.66563782,99607.75953261,0.56808503,34.06910348,0
53,263.35695408,100061.22421909,100057.4563567,100065.22262411,0.48569294,32.58116009,0
54,500.59004123,100145.86932573,100235.87328774,100165.84910468,0.67979575,38.28845379,1
55,426.07776402,100090.80433539,100108.18468335,100093.31808675,0.54079149,31.62475861,1
56,786.40090078,99929.50214078,99991.09428758,99889.80094019,0.57832156,19.33505596,0
57,450.74203821,100078.17886595,100036.34766304,100063.87914287,0.4071948,30.67504887,0
58,480.20468656,99975.60855875,99833.59705223,99970.7123144,0.2042688,16.04934281,1
59,50.49939108,99997.99235977,99988.70510375,99992.74416883,0.31609172,20.80762717,0
60,199.0954054,100022.43198235,100054.80668159,100014.33754857,0.66260897,28.00455407,1
61,153.6234963,100057.55706597,100077.90303551,100066.73143403,0.63244047,33.67647013,1
62,829.57883842,99936.42127291,100057.70815883,99949.33721833,0.64620296,20.93167169,1
63,247.03483086,100047.14372963,100028.10134075,100050.46562916,0.42291617,16.14111943,0
64,409.13081764,99882.28780672,99918.10123945,99906.9792096,0.5875354,19.5619462,1
65,446.10455596,100173.08735003,100166.28441132,100170.79254647,0.48475034,17.98311002,0
66,103.31861778,99554.44407041,99561.79089389,99550.98980091,0.57110841,33.35602325,1
67,556.70463112,100032.28991451,100155.65431564,100042.47446807,0.72159758,41.61520326,0
68,384.25493267,100272.15663327,100403.79243947,100267.62947306,0.84257414,38.5563374,1
69,744.89185657,99989.934312,100044.34069278,99980.73650498,0.5730393,26.09546406,1
70,511.11872531,99900.14932119,99887.1153287,99896.89637434,0.47449909,29.55423874,0
71,3.26156402,99951.745733,99951.07403308,99947.82523074,0.29405588,22.2821839,0
72,229.94243569,100183.46537741,100179.21995139,100188.73260264,0.481537,30.183265,1
73,355.62911165,100189.18920852,100136.16197982,100176.12286089,0.35089176,36.85361776,1
74,324.89690777,99916.63067284,99844.01970867,99895.80903712,0.27651075,33.08730655,1
75,331.17826985,100261.61634731,100308.4263373,100260.65643909,0.64134378,19.71340709,0
76,358.4819621,100110.36389682,100162.57861106,100122.48506538,0.64565506,35.29623978,1
77,260.01935383,100139.32615396,100085.2921714,100127.79594561,0.29219245,24.8679661,0
78,424.34752943,99712.98019756,99653.95399121,99718.66268741,0.36090126,27.97071966,1
79,115.01547411,100220.62058496,100219.62574675,100213.12125238,0.49135039,23.4099932,0
80,372.85584926,100172.82090653,100161.31016743,100162.1393667,0.46912817,38.81383232,1
81,277.15138298,99867.52292405,99878.41278187,99856.34643495,0.53929209,33.39334072,0
82,223.28252281,100117.91621109,100061.90399255,100085.69330058,0.24914194,29.29692075,0
83,685.43379484,99947.90154623,100171.25853721,99979.37232353,0.82586223,31.44872108,1
84,413.37061419,100196.36339961,100160.43742164,100188.62146403,0.41309015,17.2910538,0
85,126.44087508,99600.47811412,99617.99432314,99604.84236937,0.6385328,22.56721861,1
86,611.22691774,100012.59381461,100043.45633395,100050.24040663,0.55049273,26.31026939,0
87,79.24484617,100057.50791231,100049.90784705,100054.23540897,0.40409388,16.52624193,1
88,309.81995473,100332.03433924,100359.79800828,100337.93070834,0.58961226,26.72526777,1
89,517.80043776,99928.45011858,100052.67433846,99939.98931378,0.73990752,23.37832202,1
90,268.89218612,99850.78390002,99849.58478406,99856.81160185,0.49554053,22.90557548,0
91,274.45101847,99796.61327723,99705.10861611,99768.60510576,0.16659019,25.99088681,0
92,258.13116011,99644.60631203,99612.47893873,99631.91672236,0.37553857,38.17537191,0
93,384.83294616,100240.48189037,100224.86673701,100229.82450082,0.45942355,39.30371426,0
94,142.20150529,99884.62849449,99891.45346816,99885.87680088,0.54799508,44.21532338,1
95,253.6955597,99992.41069706,99965.80381343,99989.05650308,0.39512278,29.22172088,0
96,67.65354259,100342.35359524,100348.46261198,100338.88364424,0.59029854,33.8902809,1
97,592.4017859,99998.75800024,99926.23142166,99971.80856444,0.37757197,28.44194333,1
98,418.22676115,100196.54778462,100154.98194362,100185.53231009,0.4006141,40.92724941,0
99,303.87805294,100273.35449008,100257.80024427,100275.18697048,0.44881418,24.06108554,1
100,98.83433081,99733.01279773,99764.53099019,99725.6616952,0.81889923,22.01005254,1
101,438.2890111,100024.83693711,100010.47252931,100046.29093044,0.46722617,29.40317589,0
102,167.03016972,100327.59316453,100324.46887675,100324.87217131,0.48129506,31.7625912,1
103,280.9243077,99830.57976086,99785.65958573,99825.8773296,0.34009865,30.00942145,1
104,671.06898411,99916.18504568,99811.54916132,99902.57657321,0.34407581,22.20512568,0
105,172.75902769,100093.47392133,100109.14584393,100091.09649592,0.5907155,27.54172715,1
106,159.48840787,100263.7990553,100245.14974042,100258.74883791,0.38306789,44.6082063,1
107,214.70813777,100037.86794202,100007.91910461,100034.02790959,0.36051372,22.8737597,1
108,16.67034775,100411.41707001,100411.26456666,100408.72769095,0.49085181,20.23340395,0
109,303.96805877,99863.0982197,99874.17933357,99853.38554097,0.53645486,26.90010314,1
110,299.85862092,99991.90226697,99999.90447151,99987.98556724,0.52668659,22.40033136,0
111,8.33379224,100048.28401334,100046.90563046,100044.94868694,0.33460316,32.18573124,1
112,650.1621079,100016.62821137,99904.54892077,99980.06572386,0.32761331,37.38375543,1
113,497.96330141,99914.61591162,99955.63146092,99913.71001698,0.58236661,12.16499734,0
114,519.71689997,99949.53594329,99862.05017656,99906.24934423,0.33166649,23.60900098,0
115,585.47464826,100180.83610678,100151.72472056,100159.35313392,0.45027728,22.64228532,1
116,295.65635436,100118.80339995,100148.14671136,100126.0718178,0.59924803,29.42158221,1
117,681.12086747,100042.45856787,100043.42909502,100039.19133876,0.50142489,35.0154053,0
118,223.11815694,100261.52066219,100277.05297904,100249.17601334,0.56961475,32.73824105,0
119,95.26151597,99662.32651817,99662.9382428,99656.90111275,0.50642152,31.99255867,1
120,203.43994493,100125.8287709,100119.85375977,100121.38013729,0.47063009,18.03508747,0
121,363.09045357,99990.23737293,100024.69145259,99988.57003323,0.59489117,34.79131249,1
122,707.40047002,100113.82709924,100008.38966333,100103.45719373,0.35095085,40.29043587,0
123,217.32509298,100256.20956783,100265.67774611,100261.78843825,0.54356688,31.75491163,1
124,315.19803597,99985.98639158,99920.77697638,100008.09707157,0.29311604,35.32605665,1
125,175.59533467,100261.93845544,100262.74314727,100263.83661263,0.50458264,30.79315563,0
126,433.39409171,99989.75835237,100064.80957047,99980.93870893,0.67317083,22.81577825,1
127,595.77929921,100074.39682088,100037.00037823,100051.69767703,0.43723104,25.28576893,0
128,238.50360713,100186.51989427,100230.05647058,100183.71870839,0.68254053,26.35003047,1
129,630.26106792,100171.48367696,100182.71771992,100164.26251402,0.51782442,27.33682938,1
130,229.17379812,100078.81155732,100090.00255423,100073.43078297,0.54883192,20.75943158,0
131,889.68369478,100036.26262755,100104.79156905,100148.26283795,0.57702618,23.19207771,0
132,96.19672723,100213.85993706,100225.67173666,100213.70231557,0.62278795,25.40091734,0
133,321.33469963,99707.7636361,99741.93032374,99737.7046014,0.60632741,25.88037201,1
134,694.84113836,100044.47745743,100136.63325736,100062.09485103,0.63262858,19.09938892,0
135,648.92848232,99849.8347525,99949.43264269,99847.4789808,0.65348053,15.58447671,1
136,240.83050541,99876.0822902,99805.90048987,99864.23795369,0.20858425,16.6097389,0
137,222.83953084,99715.41979074,99644.30084885,99685.1681057,0.18085132,10.65969971,1
138,895.04838317,99974.90178182,99824.03445792,99908.60294748,0.33144226,32.20298754,0
139,271.62392095,100142.4826964,100218.99506348,100138.34453474,0.78168493,18.87052058,1
140,214.62973973,100106.76964488,100058.81786554,100089.30116231,0.27658371,30.77139472,1
141,237.30342418,99847.31419371,99845.92416034,99858.68721272,0.49414237,27.88272129,0
142,147.99222538,100029.80187797,100001.90628507,100025.61343895,0.31150636,21.21496801,0
143,180.58375521,100351.00409132,100379.10653258,100369.18627315,0.65561998,29.02529875,1
144,188.90775888,99995.18445342,99969.37271032,99968.20913639,0.36336324,13.24657003,1
145,215.42026796,99892.82199188,99898.37480864,99898.94497803,0.52577666,38.33741844,0
146,252.42898214,100009.06632928,99999.53963042,100010.0227322,0.46225988,25.11357796,0
147,397.54232982,99918.77499473,99864.16304891,99916.65219367,0.36262608,35.26743543,1
148,383.46882,99925.81841601,99900.11480854,99936.48893045,0.4329708,43.92404209,0
149,394.78018712,100273.35011822,100302.74634132,100309.50856444,0.57446225,25.9052096,1
150,654.4007346,100035.77265153,99988.17810028,100029.44706399,0.42727002,13.78115748,1
151,46.83518932,99674.92241734,99678.01822028,99668.85156665,0.56609993,30.36192784,0
152,971.13703596,99992.65353056,100087.67249745,100002.67723762,0.597843,34.4392833,0
153,679.89205145,99912.76153078,99940.03808562,99957.24301234,0.54011894,23.91910913,1
154,27.90330776,100212.40693715,100212.0309857,100210.16941634,0.48652663,39.58444145,0
155,239.78224356,99975.2981378,100018.56355078,99976.10518185,0.68043626,32.49738965,1
156,260.57621571,100143.97009782,100124.95743715,100129.67361485,0.42703608,14.7638563,0
157,408.88068269,100179.53970313,100132.87379435,100175.88455276,0.38586912,30.36194296,1
158,143.30927085,100425.17554945,100414.57085586,100419.20934661,0.42600134,27.63331181,1
159,198.87717182,100387.16393384,100341.13522163,100363.90574473,0.26855708,21.84907645,1
160,650.69822666,100173.82341999,100077.24124486,100165.29176022,0.35157147,40.45215935,0
161,631.20113934,100145.42163501,100203.40109306,100151.8068164,0.59185575,36.78241727,0
162,426.44604969,99988.03013838,99947.63686189,99966.38806219,0.40527928,40.31982783,0
163,542.41938,99806.02800621,99832.17718078,99805.75553511,0.5482084,21.11131786,0
164,401.40406446,99783.65900823,99726.6504098,99789.5305082,0.35797702,28.33271783,0
165,285.99360879,99999.26927841,99975.17453814,99979.44854675,0.41575077,29.1981221,0
166,39.9902659,99752.64385216,99747.60060626,99748.68558285,0.37388816,32.31572765,1
167,545.49741149,100164.43577682,100161.80004131,100157.31503654,0.49516819,16.34922105,0
168,194.49904908,99620.62381301,99656.42588225,99626.17597961,0.68407323,41.35527468,1
169,497.67800593,99836.85422192,99878.81547234,99849.71517289,0.58431405,14.44700559,0
170,135.65949445,99699.5581788,99695.54163163,99694.28731923,0.47039243,25.53132934,1
171,183.99014953,100058.64538355,100031.11841359,100053.29650756,0.35038889,41.15655837,0
172,520.31839254,100014.04296663,100065.41492449,100019.92791403,0.59873177,26.76239094,1
173,314.84174176,99974.61628488,99954.38554975,99972.89360561,0.43574316,22.31136791,0
174,407.82002632,99991.08053256,100008.79470926,100028.33986149,0.54343626,23.21808529,0
175,18.56619046,100320.18836136,100318.4115135,100316.45342645,0.40429658,25.44494515,1
176,664.86989455,99891.13989919,100055.99525588,99922.11406307,0.7479513,29.46380396,1
177,813.32557963,100019.80832812,100161.5090715,100063.86648275,0.67422388,25.10245377,0
178,290.59623003,99891.67342261,99930.75000183,99887.52719043,0.63447035,28.11034162,1
179,551.40896642,100200.09468058,100149.42381564,100178.22610846,0.40810656,35.43104254,0
180,9.29016482,99620.6590322,99619.04657402,99616.7195962,0.32643384,32.84554307,1
181,263.76397376,99867.62433125,99798.65519293,99846.28596564,0.23851949,43.59293495,0
182,190.58811302,100154.01168786,100148.96181492,100144.17473904,0.47350373,40.07706827,1
183,234.60394575,99990.85058681,99994.37464365,99998.50229154,0.5150213,30.51255733,1
184,839.51808606,99990.08266243,99922.98784407,100078.64799765,0.42007936,19.59338154,0
185,26.4890085,100180.97766644,100182.45363015,100178.22885523,0.55571985,30.4586533,0
186,35.15493586,99627.73132945,99625.0708356,99627.36238593,0.4243209,39.45146084,1
187,83.71605898,100029.88284403,100044.15094997,100028.77527483,0.67043451,28.45230652,0
188,585.77074311,100046.1353855,100185.7843519,100071.83175293,0.73840208,34.57566077,1
189,932.47031088,99999.66698453,99994.59429413,99990.25810391,0.49455994,25.66069472,1
190,225.49231002,99995.74755253,99955.0854745,99993.28047783,0.31967421,31.37978526,0
191,348.64274825,99716.39096949,99725.00560438,99720.21370099,0.52470906,20.14863331,0
192,268.36273175,99760.06757923,99762.27414312,99765.19816362,0.50822231,25.96324581,0
193,710.14313324,100089.47019765,100059.96086749,100066.53788694,0.45844594,36.1019483,1
194,210.60930116,100322.29766253,100323.8608245,100316.40081094,0.50742209,18.92747438,1
195,509.36753368,99815.93329089,99872.35201041,99818.97684062,0.61076229,44.25482325,1
196,4.76129219,99913.42863748,99912.42388472,99910.14458401,0.28897477,12.58501253,0
197,135.73934143,99818.24980981,99837.97041835,99811.92254969,0.64528292,9.91887044,1
198,33.22697234,100405.42430805,100403.75873004,100401.60466642,0.44987271,16.94036282,0
199,665.39117018,99999.12973051,100000.45587535,100008.36354497,0.50199303,18.56457092,1
200,28.19056419,99519.49338461,99518.36121183,99515.15372542,0.45983859,17.57107588,0
201,259.26324351,99633.64613638,99621.95939854,99625.10994099,0.45492327,17.43085988,0
202,198.2858739,99993.21471112,100006.45748912,99983.80680357,0.56678629,30.7264554,1
203,543.79861336,100031.5285888,100003.37300772,99998.17753356,0.44822424,17.51175151,1
204,147.95515342,99734.92070256,99761.43740748,99734.22630606,0.67922123,17.31682215,1
205,155.76191123,99912.81266395,99916.91591672,99909.1963396,0.5263431,26.33029278,0
206,422.34007751,100269.96762108,100281.20158975,100262.9526911,0.52659934,43.6391692,1
207,423.09174573,100088.53717612,100159.6198984,100084.5953441,0.66800782,31.9005979,1
208,109.33298043,100375.39176856,100382.10831564,100371.24987154,0.56143203,43.65629396,0
209,56.73205597,99792.66335657,99782.06004647,99789.29775616,0.31309843,27.86037779,1
210,407.27585776,100108.72951071,100171.24956045,100080.71995211,0.65350787,24.04528341,0
211,313.08426833,100330.12746319,100296.45121551,100323.07224467,0.39243711,22.46566644,1
212,284.21661144,100039.26850141,100062.43030115,100045.28363994,0.58149347,25.13139131,1
213,430.79088575,100084.2054536,100049.81310401,100068.97334779,0.42016463,30.88547272,0
214,124.95192519,99574.40585276,99584.92107277,99560.49117341,0.58415412,23.85584209,1
215,120.33530161,100294.03915161,100282.18160497,100292.99401817,0.40146244,23.51251905,0
216,221.97840224,100141.49622099,100152.74601948,100136.18853542,0.55067969,30.82979689,1
217,420.29792301,99719.11700071,99747.69576925,99749.9573483,0.56799645,14.48013252,0
218,94.06445179,100438.50331953,100432.00264129,100434.75805259,0.43089123,19.66162602,0
219,620.0484468,100095.67315422,100258.22626261,100107.40332249,0.76216194,26.95235141,1
220,7.17498377,99849.70585784,99850.03953581,99846.27774488,0.54650574,28.8746646,0
221,444.57323216,99834.2072788,99736.64124088,99841.4013675,0.28054,39.65676215,0
222,244.89537838,99722.5947246,99727.36301464,99724.32725179,0.51947072,30.38190113,0
223,184.02165228,100241.03451896,100258.08121608,100233.19125494,0.59263419,30.45107923,0
224,532.44203397,99810.1035877,99831.34371018,99807.60645685,0.53989189,23.64322886,1
225,2.56319446,99907.35024121,99907.209103,99903.4438154,0.44493659,16.09497011,0
226,28.85854078,100124.4089124,100128.27136905,100119.13566601,0.63384102,30.69197305,1
227,27.79608656,100379.06388703,100381.30089707,100376.87725056,0.58047931,23.66170906,1
228,212.74787158,100106.88251558,100138.75424771,100112.03632441,0.64980987,30.02425854,1
229,67.51101199,99579.81235236,99591.3172743,99573.33909262,0.67041548,39.4602037,0
230,631.38921681,100029.5884129,99932.88587007,99995.08398232,0.34684163,27.17487713,0
231,107.80673501,100105.29948138,100087.60932046,100098.81467122,0.33590857,24.12327333,1
232,158.19566393,99720.57727988,99717.3098611,99721.53519994,0.47934571,21.37811584,1
233,476.12762725,100130.63412552,100233.78569098,100147.6342072,0.71664688,29.77564107,0
234,272.27129012,100115.93808435,100116.83941083,100095.86889648,0.50331039,33.75549018,1
235,763.66792626,100030.00029324,100124.86189791,100029.03629669,0.62421839,39.59915805,0
236,146.14573565,99825.11189895,99805.66982101,99821.23966453,0.36696787,20.6547072,0
237,12.11551992,99863.89310913,99864.31250865,99859.3110416,0.53461671,33.40184108,0
238,684.20893857,100093.68310992,100176.40537835,100064.94410658,0.62090205,23.92710695,1
239,53.42418504,99705.07285497,99710.81503776,99700.61756151,0.60748283,24.47232327,1
240,210.33878063,99911.50571587,99966.33580903,99906.87724822,0.76067514,30.67009022,0
241,279.68129718,99769.67848111,99702.10174611,99753.94937257,0.25837949,31.81015348,1
242,758.92212802,99883.20174823,99774.25351185,99863.34532451,0.35644345,27.28799981,0
243,211.01328343,99690.20159945,99706.01598173,99689.09922037,0.57494496,18.48186738,1
244,409.16110854,100116.58615821,100099.09127746,100125.589518,0.45724207,37.79400866,0
245,250.86983015,100264.66227346,100286.63366786,100268.16250817,0.58758085,34.48650444,1
246,203.57994193,99668.43432988,99699.41141262,99652.36783539,0.65216176,30.54549382,1
247,76.43066159,99575.17203163,99578.28850226,99576.43970134,0.54077513,26.28055527,0
248,657.90788995,100155.21893766,100221.30441874,100191.38118731,0.60044792,19.72455234,0
249,348.55723222,99965.56622483,100042.83330895,99942.70615243,0.72167689,30.57988521,1
250,78.76783905,100251.33804781,100239.34852909,100246.26819069,0.34778662,34.09902924,0
251,274.75091524,100152.14160678,100155.41358563,100145.07208147,0.51190889,32.98947548,1
252,52.85815033,100127.9843446,100123.06906108,100120.06166613,0.40700992,34.34915722,0
253,505.50334963,99835.31609199,99842.12608235,99805.93523591,0.5134717,21.75281158,0
254,671.52064803,100156.41420893,100030.3925965,100164.19686818,0.31233397,24.31656412,0
255,500.29803615,100141.21526263,100036.26531469,100123.68041221,0.29022514,38.39931106,1
256,2.5975127,100254.5913949,100254.43714987,100251.33870874,0.44061818,22.74524197,0
257,90.76829112,100303.43341126,100300.33006638,100300.14992325,0.46581025,40.38445969,1
258,528.41002726,100156.12851516,100204.27257182,100132.3286565,0.59111117,29.48643669,1
259,668.15098559,99965.96511505,99939.67135097,99936.03267723,0.46064697,39.80906404,0
260,80.13412554,100343.57746162,100338.29428582,100338.18517077,0.43407083,22.65948778,0
261,607.52828776,100032.31171896,100176.36393752,100063.17333058,0.73711195,43.28677202,1
262,402.24911823,99833.03542477,99771.27724755,99766.15877319,0.34646783,13.14419331,0
263,430.55900558,99760.71114015,99842.97501392,99772.84728376,0.69106295,28.11619971,0
264,43.79808775,100076.25180759,100071.30578652,100072.92245762,0.38707221,29.37662186,0
265,469.18977313,100048.45732849,100134.45827511,100052.54636119,0.68329672,28.26078367,1
266,119.15745977,99907.16190473,99929.96637992,99906.34004458,0.69138101,37.79200775,0
267,317.27201632,99689.35612183,99659.48338653,99678.73051876,0.40584503,19.53948003,0
268,579.66130397,99806.38990818,99940.67380237,99810.89375796,0.73165923,33.40139489,0
269,53.56795269,100181.28165492,100193.15877468,100178.32656127,0.72172062,21.09772688,1
270,384.77553916,99758.53563134,99769.83495116,99774.53425778,0.529366,25.49416906,1
271,648.98258052,100009.08235903,99990.78789212,99975.54098831,0.47181054,28.06203865,0
272,265.19171269,100354.73008312,100314.4480644,100321.57289428,0.34810227,18.48614095,1
273,502.05976726,100081.14255065,100086.44610802,100102.16963295,0.51056359,17.39193701,1
274,486.20609032,99771.67949177,99707.71474978,99757.03939123,0.36844109,15.90155436,0
275,351.31022013,99980.58586001,99966.53441638,99973.3325771,0.46000274,40.77854368,0
276,311.55020874,99721.33635677,99696.70431586,99728.2374212,0.42093717,34.76622723,1
277,436.25712443,100108.12782796,100081.15652426,100096.56346038,0.43817567,28.54259867,0
278,107.21370272,99761.50917775,99769.62271087,99760.28197694,0.57567627,42.74937891,1
279,219.64833571,100148.95759331,100121.48954486,100132.21886473,0.37494533,33.24927818,0
280,214.28181628,99702.08084683,99723.08424296,99689.96654882,0.59801763,38.87894194,1
281,132.8768046,99586.4325869,99571.64609391,99583.013022,0.38872028,18.84261321,0
282,140.25556291,99803.16833764,99785.95793023,99792.86553612,0.37729251,29.91281979,0
283,183.04579879,99947.76211582,99949.23807818,99947.0416044,0.50806335,33.40891507,1
284,411.1457741,100228.23256064,100205.70571311,100223.02723622,0.44520958,33.49427564,1
285,789.00513667,100057.35319037,100056.26068422,100096.62778621,0.49861533,31.54447316,1
286,677.76883372,100099.88142983,99993.43096339,100053.43437133,0.34293986,24.12380991,0
287,593.24943459,99943.91801401,99964.2709374,99949.7804045,0.53430753,30.21593249,1
288,489.73057355,99817.90103013,99796.91526813,99808.41762646,0.45714835,30.14078269,0
289,572.36404471,100047.29605249,99946.05074193,100009.36172334,0.32311028,27.84333804,0
290,231.5674079,100071.8083364,100095.06890387,100089.67573995,0.60044836,30.76148238,1
291,35.03324023,100240.19342012,100243.56228591,100237.67788217,0.59616198,22.17863852,1
292,151.77135409,100047.17840761,100056.54891991,100047.60443277,0.56174098,45.50202024,1
293,409.39072856,100162.99741914,100099.14320385,100148.78465013,0.34402623,42.96090662,0
294,51.18538201,99782.36544604,99790.44824175,99781.20746573,0.65791218,26.59114182,1
295,12.40647669,100272.03239984,100273.45311961,100269.30272587,0.61451436,16.16446444,0
296,622.22485879,99819.68893646,99766.33951931,99841.45529466,0.41426022,28.01783023,1
297,278.4559,99936.69114893,99991.80976307,99934.05404702,0.69794378,25.66423033,0
298,104.83782076,99597.73283132,99595.82298803,99594.44559731,0.48178287,32.87699069,1
299,623.88363966,99911.73601063,100090.65762351,99894.73827999,0.78678683,30.25520514,0
300,688.44121374,100020.95816345,100046.36628779,100031.81320586,0.53690674,30.94717101,1
301,296.90065381,99710.18284477,99652.77832762,99712.97276822,0.30665412,21.36185274,1
302,456.36641351,100201.92874418,100263.50906744,100206.03805022,0.63493614,32.07157802,0
303,133.5083757,99898.47332163,99900.04484414,99894.85231652,0.51177096,11.72311165,1
304,9.98036063,100376.94561708,100376.71199242,100373.81721426,0.47659156,16.23122265,0
305,178.77280438,100188.17697553,100228.14116246,100191.35945008,0.72354735,25.76217347,1
306,151.5454245,100279.13200648,100286.01891984,100277.37550399,0.54544454,45.54462374,0
307,460.07175464,99787.614608,99731.32815473,99778.20356769,0.37765722,32.69744986,1
308,698.1998127,99860.41857038,99981.0338642,99856.17200706,0.67275182,17.4335384,0
309,96.44216295,100413.17756352,100429.58054789,100420.17204906,0.67008105,30.41164759,1
310,139.26781604,100170.94530398,100161.68339924,100158.17037609,0.43349572,31.21825529,1
311,368.64538861,100246.53793986,100245.68997351,100241.58192792,0.49769977,31.75280049,0
312,38.05103794,99582.47728871,99583.97470744,99577.92787337,0.5393529,37.50290346,1
313,555.96029486,100113.46416547,100090.1355391,100125.48768374,0.45803904,19.96955331,0
314,569.7296464,99932.58812072,99964.93223294,99924.46100077,0.55677098,14.34559845,1
315,513.35993555,100137.99936386,100155.84617349,100113.31839114,0.53476471,24.60866182,0
316,243.42736775,99765.73222355,99742.66175208,99739.41805699,0.40522646,36.90936718,1
317,152.63099325,99959.53803934,99975.48298059,99957.40857258,0.60446725,17.03624413,0
318,577.68580899,99949.38314232,99927.42594919,99916.68271021,0.46199111,21.55501697,1
319,586.60015974,100019.64822231,100061.0431935,100024.81114044,0.5705676,36.84984823,0
320,252.52602796,99831.00605673,99807.32048595,99820.66502023,0.40620542,25.04201132,1
321,403.97491224,99794.94062199,99694.76820985,99786.78031135,0.25203308,26.95753848,0
322,661.99240294,100089.32540432,100059.56034791,100045.96373389,0.45503716,29.09169345,0
323,498.61853736,99888.33302587,99856.73953901,99887.76240425,0.43663796,25.07700485,1
